"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"TimePerGame"
"574"	"574"	"STONER"	" CLAYTON"	"Anaheim"	"D"	50	768.017	21	28	1.641	2.187	42.86	311	341	6.7524	91.7889	98.5413	591	657	46.171	51.327	47.36	3.5533	95.7382	99.2915	1	5	1	6	2	31	69	3.22580645161	1.44927536232	0.0781	0.3906	0.0781	0.4687	0.1562	2.4218	5.3905	4.76	23.81	28.57	9.52	NA	" CLAYTON STONER"	15.36034
"575"	"575"	"TIKHONOV"	" VIKTOR"	"Arizona"	"F(RW)"	50	571.717	11	20	1.154	2.099	35.48	236	257	4.661	92.2179	96.8789	459	514	48.171	53.943	47.17	2.3965	96.1089	98.5054	3	3	1	6	4	41	84	7.31707317073	3.57142857143	0.3148	0.3148	0.1049	0.6297	0.4198	4.3028	8.8156	27.27	27.27	54.55	36.36	NA	" VIKTOR TIKHONOV"	11.43434
"576"	"576"	"DOWNIE"	" STEVE"	"Arizona"	"F(RW)"	26	234.5	9	7	2.303	1.791	56.25	91	105	9.8901	93.3333	103.2234	184	196	47.079	50.149	48.42	4.8913	96.4286	101.3199	3	3	2	6	5	21	35	14.2857142857	8.57142857143	0.7676	0.7676	0.5117	1.5352	1.2793	5.3731	8.9552	33.33	33.33	66.67	55.56	NA	" STEVE DOWNIE"	9.01923076923077
"577"	"577"	"SMITH"	" BEN"	"Toronto"	"F(RW)"	22	266.033	10	12	2.255	2.706	45.45	103	150	9.7087	92	101.7087	213	290	48.039	65.405	42.35	4.6948	95.8621	100.5569	2	4	2	6	4	17	34	11.7647058824	5.88235294118	0.4511	0.9021	0.4511	1.3532	0.9021	3.8341	7.6682	20	40	60	40	NA	" BEN SMITH"	12.0924090909091
"578"	"578"	"CHORNEY"	" TAYLOR"	"Washington"	"D"	55	725.5	32	27	2.646	2.233	54.24	290	357	11.0345	92.437	103.4715	568	712	46.975	58.884	44.37	5.6338	96.2079	101.8417	1	5	3	6	4	28	78	3.57142857143	1.28205128205	0.0827	0.4135	0.2481	0.4962	0.3308	2.3156	6.4507	3.13	15.63	18.75	12.5	NA	" TAYLOR CHORNEY"	13.1909090909091
"579"	"579"	"ELLIOTT"	" STEFAN"	"Nashville"	"D"	21	297.5	11	13	2.218	2.622	45.83	138	148	7.971	91.2162	99.1872	275	274	55.462	55.261	50.09	4	95.2555	99.2555	3	3	2	6	5	38	72	7.89473684211	4.16666666667	0.605	0.605	0.4034	1.2101	1.0084	7.6639	14.521	27.27	27.27	54.55	45.45	NA	" STEFAN ELLIOTT"	14.1666666666667
"580"	"580"	"MALONE"	" BRAD"	"Carolina"	"F(C)"	57	544.2	12	29	1.323	3.197	29.27	197	246	6.0914	88.2114	94.3028	386	461	42.558	50.827	45.57	3.1088	93.7093	96.8181	2	4	3	6	5	31	74	6.45161290323	2.7027027027	0.2205	0.441	0.3308	0.6615	0.5513	3.4179	8.1588	16.67	33.33	50	41.67	NA	" BRAD MALONE"	9.54736842105263
"581"	"581"	"GAUSTAD"	" PAUL"	"Nashville"	"F(C)"	63	708.25	18	43	1.525	3.643	29.51	213	394	8.4507	89.0863	97.537	394	791	33.378	67.01	33.25	4.5685	94.5638	99.1323	2	4	2	6	4	46	71	4.34782608696	2.81690140845	0.1694	0.3389	0.1694	0.5083	0.3389	3.8969	6.0148	11.11	22.22	33.33	22.22	NA	" PAUL GAUSTAD"	11.2420634920635
"582"	"582"	"BERNIER"	" STEVE"	"NY Islanders"	"F(RW)"	24	269.667	8	6	1.78	1.335	57.14	110	140	7.2727	95.7143	102.987	216	258	48.059	57.404	45.57	3.7037	97.6744	101.3781	1	5	1	6	2	27	43	3.7037037037	2.32558139535	0.2225	1.1125	0.2225	1.335	0.445	6.0074	9.5674	12.5	62.5	75	25	NA	" STEVE BERNIER"	11.236125
"583"	"583"	"REDMOND"	" ZACH"	"Colorado"	"D"	37	435.933	19	14	2.615	1.927	57.58	193	211	9.8446	93.3649	103.2095	362	418	49.824	57.532	46.41	5.2486	96.6507	101.8993	2	4	4	6	6	22	62	9.09090909091	3.22580645161	0.2753	0.5505	0.5505	0.8258	0.8258	3.028	8.5334	10.53	21.05	31.58	31.58	NA	" ZACH REDMOND"	11.781972972973
"584"	"584"	"GRYBA"	" ERIC"	"Edmonton"	"D"	53	947.767	31	38	1.963	2.406	44.93	405	527	7.6543	92.7894	100.4437	782	1005	49.506	63.623	43.76	3.9642	96.2189	100.1831	1	5	2	6	3	58	143	1.72413793103	0.699300699301	0.0633	0.3165	0.1266	0.3798	0.1899	3.6718	9.0529	3.23	16.13	19.35	9.68	NA	" ERIC GRYBA"	17.8823962264151
"585"	"585"	"GELINAS"	" ERIC"	"Colorado"	"D"	40	553.383	21	20	2.277	2.168	51.22	269	220	7.8067	90.9091	98.7158	485	399	52.586	43.261	54.86	4.3299	94.9875	99.3174	1	5	3	6	4	55	118	1.81818181818	0.847457627119	0.1084	0.5421	0.3253	0.6505	0.4337	5.9633	12.794	4.76	23.81	28.57	19.05	NA	" ERIC GELINAS"	13.834575
"586"	"586"	"CORRADO"	" FRANK"	"Toronto"	"D"	39	563.7	19	30	2.022	3.193	38.78	291	280	6.5292	89.2857	95.8149	573	481	60.99	51.197	54.36	3.3159	93.763	97.0789	1	5	2	6	3	46	112	2.17391304348	0.892857142857	0.1064	0.5322	0.2129	0.6386	0.3193	4.8962	11.9212	5.26	26.32	31.58	15.79	NA	" FRANK CORRADO"	14.4538461538462
"587"	"587"	"JURCO"	" TOMAS"	"Detroit"	"F(RW)"	44	404.05	12	16	1.782	2.376	42.86	175	179	6.8571	91.0615	97.9186	328	295	48.707	43.806	52.65	3.6585	94.5763	98.2348	4	2	2	6	6	42	75	9.52380952381	5.33333333333	0.594	0.297	0.297	0.891	0.891	6.2369	11.1372	33.33	16.67	50	50	NA	" TOMAS JURCO"	9.18295454545455
"588"	"588"	"SISSONS"	" COLTON"	"Nashville"	"F(C)"	34	338.617	13	12	2.303	2.126	52	145	137	8.9655	91.2409	100.2064	278	295	49.259	52.271	48.52	4.6763	95.9322	100.6085	4	2	0	6	4	25	44	16	9.09090909091	0.7088	0.3544	0	1.0631	0.7088	4.4298	7.7964	30.77	15.38	46.15	30.77	NA	" COLTON SISSONS"	9.95932352941177
"589"	"589"	"SEKAC"	" JIRI"	"Arizona"	"F(LW)"	39	454.95	9	11	1.187	1.451	45	222	168	4.0541	93.4524	97.5065	426	326	56.182	42.994	56.65	2.1127	96.6258	98.7385	1	5	2	6	3	49	86	2.04081632653	1.16279069767	0.1319	0.6594	0.2638	0.7913	0.3956	6.4622	11.3419	11.11	55.56	66.67	33.33	NA	" JIRI SEKAC"	11.6653846153846
"590"	"590"	"WAGNER"	" CHRIS"	"Anaheim"	"F(RW)"	43	393.667	7	15	1.067	2.286	31.82	147	182	4.7619	91.7582	96.5201	287	366	43.743	55.783	43.95	2.439	95.9016	98.3406	4	2	1	6	5	55	88	7.27272727273	4.54545454545	0.6097	0.3048	0.1524	0.9145	0.7621	8.3827	13.4124	57.14	28.57	85.71	71.43	NA	" CHRIS WAGNER"	9.15504651162791
"591"	"591"	"WILSON"	" SCOTT"	"Pittsburgh"	"F(C)"	24	256.483	8	7	1.871	1.638	53.33	135	95	5.9259	92.6316	98.5575	241	186	56.378	43.512	56.44	3.3195	96.2366	99.5561	5	1	1	6	6	39	59	12.8205128205	8.47457627119	1.1697	0.2339	0.2339	1.4036	1.4036	9.1234	13.8021	62.5	12.5	75	75	NA	" SCOTT WILSON"	10.6867916666667
"592"	"592"	"BITETTO"	" ANTHONY"	"Nashville"	"D"	28	339.75	11	11	1.943	1.943	50	153	175	7.1895	93.7143	100.9038	282	331	49.801	58.455	46	3.9007	96.6767	100.5774	1	5	1	6	2	19	41	5.26315789474	2.43902439024	0.1766	0.883	0.1766	1.0596	0.3532	3.3554	7.2406	9.09	45.45	54.55	18.18	NA	" ANTHONY BITETTO"	12.1339285714286
"593"	"593"	"HYMAN"	" ZACH"	"Toronto"	"F(C)"	16	250.983	9	11	2.152	2.63	45	110	109	8.1818	89.9083	98.0901	246	215	58.809	51.398	53.36	3.6585	94.8837	98.5422	4	2	2	6	6	37	68	10.8108108108	5.88235294118	0.9562	0.4781	0.4781	1.4344	1.4344	8.8452	16.2561	44.44	22.22	66.67	66.67	NA	" ZACH HYMAN"	15.6864375
"594"	"594"	"STRAIT"	" BRIAN"	"NY Islanders"	"D"	52	802.583	28	36	2.093	2.691	43.75	343	445	8.1633	91.9101	100.0734	650	828	48.593	61.9	43.98	4.3077	95.6522	99.9599	1	5	1	6	2	43	110	2.32558139535	0.909090909091	0.0748	0.3738	0.0748	0.4486	0.1495	3.2146	8.2234	3.57	17.86	21.43	7.14	NA	" BRIAN STRAIT"	15.4342884615385
"595"	"595"	"COLAIACOVO"	" CARLO"	"Buffalo"	"D"	36	521.017	16	27	1.843	3.109	37.21	233	246	6.867	89.0244	95.8914	434	457	49.979	52.628	48.71	3.6866	94.0919	97.7785	1	4	2	5	3	29	59	3.44827586207	1.69491525424	0.1152	0.4606	0.2303	0.5758	0.3455	3.3396	6.7944	6.25	25	31.25	18.75	NA	" CARLO COLAIACOVO"	14.4726944444444
"596"	"596"	"RICHARDS"	" MIKE"	"Washington"	"F(C)"	39	474.833	8	20	1.011	2.527	28.57	185	243	4.3243	91.7695	96.0938	365	479	46.121	60.527	43.25	2.1918	95.8246	98.0164	3	2	2	5	5	47	78	6.3829787234	3.84615384615	0.3791	0.2527	0.2527	0.6318	0.6318	5.9389	9.8561	37.5	25	62.5	62.5	NA	" MIKE RICHARDS"	12.1752051282051
"597"	"597"	"MASHINTER"	" BRANDON"	"Chicago"	"F(LW)"	41	307.183	6	13	1.172	2.539	31.58	130	174	4.6154	92.5287	97.1441	237	299	46.292	58.402	44.22	2.5316	95.6522	98.1838	4	1	0	5	4	25	40	16	10	0.7813	0.1953	0	0.9766	0.7813	4.8831	7.8129	66.67	16.67	83.33	66.67	NA	" BRANDON MASHINTER"	7.49226829268293
"598"	"598"	"BROWN"	" MIKE"	"Montreal"	"F(RW)"	58	452.817	9	14	1.193	1.855	39.13	175	203	5.1429	93.1034	98.2463	344	438	45.581	58.037	43.99	2.6163	96.8036	99.4199	2	3	3	5	5	51	89	3.92156862745	2.24719101124	0.265	0.3975	0.3975	0.6625	0.6625	6.7577	11.7929	22.22	33.33	55.56	55.56	NA	" MIKE BROWN"	7.80718965517241
"599"	"599"	"KEMPPAINEN"	" JOONAS"	"Boston"	"F(C)"	44	551.433	14	28	1.523	3.047	33.33	215	294	6.5116	90.4762	96.9878	383	619	41.673	67.352	38.22	3.6554	95.4766	99.132	2	3	3	5	5	35	52	5.71428571429	3.84615384615	0.2176	0.3264	0.3264	0.544	0.544	3.8083	5.658	14.29	21.43	35.71	35.71	NA	" JOONAS KEMPPAINEN"	12.5325681818182
"600"	"600"	"BOLLAND"	" DAVE"	"Florida"	"F(C)"	25	352.3	11	17	1.873	2.895	39.29	141	203	7.8014	91.6256	99.427	249	365	42.407	62.163	40.55	4.4177	95.3425	99.7602	1	4	2	5	3	26	52	3.84615384615	1.92307692308	0.1703	0.6812	0.3406	0.8515	0.5109	4.428	8.8561	9.09	36.36	45.45	27.27	NA	" DAVE BOLLAND"	14.092
"601"	"601"	"NOLAN"	" JORDAN"	"Los Angeles"	"F(C)"	52	462.65	11	11	1.427	1.427	50	204	242	5.3922	95.4545	100.8467	419	419	54.339	54.339	50	2.6253	97.3747	100	0	5	3	5	3	49	97	0	0	0	0.6484	0.3891	0.6484	0.3891	6.3547	12.5797	0	45.45	45.45	27.27	NA	" JORDAN NOLAN"	8.89711538461538
"602"	"602"	"WEBER"	" MIKE"	"Washington"	"D"	45	696.617	19	20	1.636	1.723	48.72	298	350	6.3758	94.2857	100.6615	528	636	45.477	54.779	45.36	3.5985	96.8553	100.4538	1	4	3	5	4	40	77	2.5	1.2987012987	0.0861	0.3445	0.2584	0.4307	0.3445	3.4452	6.6321	5.26	21.05	26.32	21.05	NA	" MIKE WEBER"	15.4803777777778
"603"	"603"	"RAYMOND"	" MASON"	"Calgary"	"F(LW)"	29	357.9	11	13	1.844	2.179	45.83	188	168	5.8511	92.2619	98.113	356	336	59.681	56.329	51.45	3.0899	96.131	99.2209	4	1	0	5	4	53	87	7.54716981132	4.59770114943	0.6706	0.1676	0	0.8382	0.6706	8.8852	14.5851	36.36	9.09	45.45	36.36	NA	" MASON RAYMOND"	12.3413793103448
"604"	"604"	"THORNTON"	" SHAWN"	"Florida"	"F(LW)"	50	434.45	8	10	1.105	1.381	44.44	185	195	4.3243	94.8718	99.1961	303	325	41.846	44.884	48.25	2.6403	96.9231	99.5634	1	4	4	5	5	58	88	1.72413793103	1.13636363636	0.1381	0.5524	0.5524	0.6905	0.6905	8.0101	12.1533	12.5	50	62.5	62.5	NA	" SHAWN THORNTON"	8.689
"605"	"605"	"JACKMAN"	" BARRET"	"Nashville"	"D"	73	1011.58	29	40	1.72	2.373	42.03	489	427	5.9305	90.6323	96.5628	921	828	54.627	49.111	52.66	3.1488	95.1691	98.3179	1	4	1	5	2	64	130	1.5625	0.769230769231	0.0593	0.2373	0.0593	0.2966	0.1186	3.796	7.7107	3.45	13.79	17.24	6.9	NA	" BARRET JACKMAN"	13.8572602739726
"606"	"606"	"FROESE"	" BYRON"	"Toronto"	"F(C)"	56	707.067	15	42	1.273	3.564	26.32	283	373	5.3004	88.7399	94.0403	531	689	45.059	58.467	43.52	2.8249	93.9042	96.7291	2	3	3	5	5	64	118	3.125	1.69491525424	0.1697	0.2546	0.2546	0.4243	0.4243	5.4309	10.0132	13.33	20	33.33	33.33	NA	" BYRON FROESE"	12.6261964285714
"607"	"607"	"PELUSO"	" ANTHONY"	"Winnipeg"	"F(RW)"	35	223.45	8	4	2.148	1.074	66.67	81	92	9.8765	95.6522	105.5287	155	182	41.62	48.87	45.99	5.1613	97.8022	102.9635	1	4	1	5	2	16	33	6.25	3.0303030303	0.2685	1.0741	0.2685	1.3426	0.537	4.2963	8.861	12.5	50	62.5	25	NA	" ANTHONY PELUSO"	6.38428571428571
"608"	"608"	"MERRILL"	" JON"	"New Jersey"	"D"	47	794.05	21	44	1.587	3.325	32.31	298	377	7.047	88.3289	95.3759	534	681	40.35	51.458	43.95	3.9326	93.5389	97.4715	1	4	3	5	4	30	57	3.33333333333	1.75438596491	0.0756	0.3022	0.2267	0.3778	0.3022	2.2669	4.307	4.76	19.05	23.81	19.05	NA	" JON MERRILL"	16.8946808510638
"609"	"609"	"GRIMALDI"	" ROCCO"	"Florida"	"F(C)"	20	237.3	10	11	2.528	2.781	47.62	121	117	8.2645	90.5983	98.8628	207	178	52.339	45.006	53.77	4.8309	93.8202	98.6511	3	2	0	5	3	29	48	10.3448275862	6.25	0.7585	0.5057	0	1.2642	0.7585	7.3325	12.1365	30	20	50	30	NA	" ROCCO GRIMALDI"	11.865
"610"	"610"	"OESTERLE"	" JORDAN"	"Edmonton"	"D"	17	367.4	17	14	2.776	2.286	54.84	182	170	9.3407	91.7647	101.1054	324	314	52.912	51.279	50.78	5.2469	95.5414	100.7883	0	5	3	5	3	24	51	0	0	0	0.8165	0.4899	0.8165	0.4899	3.9194	8.3288	0	29.41	29.41	17.65	NA	" JORDAN OESTERLE"	21.6117647058824
"611"	"611"	"PAUL"	" NICK"	"Ottawa"	"F(LW)"	24	292.65	9	11	1.845	2.255	45	120	146	7.5	92.4658	99.9658	230	271	47.155	55.561	45.91	3.913	95.941	99.854	2	3	2	5	4	28	51	7.14285714286	3.92156862745	0.41	0.6151	0.41	1.0251	0.8201	5.7406	10.4562	22.22	33.33	55.56	44.44	NA	" NICK PAUL"	12.19375
"612"	"612"	"NAKLADAL"	" JAKUB"	"Calgary"	"D"	27	383.133	14	16	2.192	2.506	46.67	184	147	7.6087	89.1156	96.7243	369	285	57.787	44.632	56.42	3.794	94.386	98.18	2	3	1	5	3	42	88	4.7619047619	2.27272727273	0.3132	0.4698	0.1566	0.783	0.4698	6.5773	13.7811	14.29	21.43	35.71	21.43	NA	" JAKUB NAKLADAL"	14.1901111111111
"613"	"613"	"WIERCIOCH"	" PATRICK"	"Ottawa"	"D"	52	901.1	36	36	2.397	2.397	50	445	491	8.0899	92.668	100.7579	825	880	54.933	58.595	48.39	4.3636	95.9091	100.2727	0	5	2	5	2	56	136	0	0	0	0.3329	0.1332	0.3329	0.1332	3.7288	9.0556	0	13.89	13.89	5.56	NA	" PATRICK WIERCIOCH"	17.3288461538462
"614"	"614"	"BRICKLEY"	" CONNOR"	"Florida"	"F(LW)"	23	200.683	5	4	1.495	1.196	55.56	76	93	6.5789	95.6989	102.2778	121	173	36.176	51.723	41.16	4.1322	97.6879	101.8201	1	4	4	5	5	13	18	7.69230769231	5.55555555556	0.299	1.1959	1.1959	1.4949	1.4949	3.8867	5.3816	20	80	100	100	NA	" CONNOR BRICKLEY"	8.72534782608696
"615"	"615"	"CLARKSON"	" DAVID"	"Columbus"	"F(RW)"	23	212	4	12	1.132	3.396	25	82	126	4.878	90.4762	95.3542	159	224	45	63.396	41.51	2.5157	94.6429	97.1586	2	2	1	4	3	24	33	8.33333333333	6.06060606061	0.566	0.566	0.283	1.1321	0.8491	6.7925	9.3396	50	50	100	75	NA	" DAVID CLARKSON"	9.21739130434783
"616"	"616"	"PARDY"	" ADAM"	"Edmonton"	"D"	23	365.333	9	21	1.478	3.449	30	157	193	5.7325	89.1192	94.8517	283	371	46.478	60.931	43.27	3.1802	94.3396	97.5198	0	4	3	4	3	22	43	0	0	0	0.6569	0.4927	0.6569	0.4927	3.6131	7.062	0	44.44	44.44	33.33	NA	" ADAM PARDY"	15.8840434782609
"617"	"617"	"FALK"	" JUSTIN"	"Columbus"	"D"	24	341.417	16	15	2.812	2.636	51.61	156	180	10.2564	91.6667	101.9231	291	372	51.14	65.375	43.89	5.4983	95.9677	101.466	0	4	4	4	4	16	44	0	0	0	0.703	0.703	0.703	0.703	2.8118	7.7325	0	25	25	25	NA	" JUSTIN FALK"	14.2257083333333
"618"	"618"	"SVEDBERG"	" VIKTOR"	"Chicago"	"D"	27	425.333	12	20	1.693	2.821	37.5	204	247	5.8824	91.9028	97.7852	374	425	52.759	59.953	46.81	3.2086	95.2941	98.5027	2	2	0	4	2	40	89	5	2.24719101124	0.2821	0.2821	0	0.5643	0.2821	5.6426	12.5549	16.67	16.67	33.33	16.67	NA	" VIKTOR SVEDBERG"	15.7530740740741
"619"	"619"	"REAVES"	" RYAN"	"St. Louis"	"F(RW)"	64	513.85	7	12	0.817	1.401	36.84	188	218	3.7234	94.4954	98.2188	371	408	43.32	47.64	47.63	1.8868	97.0588	98.9456	3	1	0	4	3	31	55	9.67741935484	5.45454545455	0.3503	0.1168	0	0.4671	0.3503	3.6197	6.4221	42.86	14.29	57.14	42.86	NA	" RYAN REAVES"	8.02890625
"620"	"620"	"HIGGINS"	" CHRIS"	"Vancouver"	"F(LW)"	33	454.683	10	28	1.32	3.695	26.32	198	279	5.0505	89.9642	95.0147	344	469	45.394	61.889	42.31	2.907	94.0299	96.9369	3	1	1	4	4	51	86	5.88235294118	3.48837209302	0.3959	0.132	0.132	0.5278	0.5278	6.73	11.3486	30	10	40	40	NA	" CHRIS HIGGINS"	13.7782727272727
"621"	"621"	"KAMPFER"	" STEVEN"	"Florida"	"D"	47	709.217	23	21	1.946	1.777	52.27	321	359	7.1651	94.1504	101.3155	557	663	47.122	56.09	45.66	4.1293	96.8326	100.9619	0	4	0	4	0	54	98	0	0	0	0.3384	0	0.3384	0	4.5684	8.2908	0	17.39	17.39	0	NA	" STEVEN KAMPFER"	15.0897234042553
"622"	"622"	"COWEN"	" JARED"	"Ottawa"	"D"	37	628.233	28	37	2.674	3.534	43.08	237	399	11.8143	90.7268	102.5411	445	738	42.5	70.483	37.62	6.2921	94.9865	101.2786	0	4	2	4	2	23	63	0	0	0	0.382	0.191	0.382	0.191	2.1966	6.0169	0	14.29	14.29	7.14	NA	" JARED COWEN"	16.9792702702703
"623"	"623"	"BODNARCHUK"	" ANDREW"	"Colorado"	"D"	37	456.567	17	25	2.234	3.285	40.48	193	264	8.8083	90.5303	99.3386	346	486	45.47	63.868	41.59	4.9133	94.856	99.7693	0	4	3	4	3	9	33	0	0	0	0.5257	0.3942	0.5257	0.3942	1.1827	4.3367	0	23.53	23.53	17.65	NA	" ANDREW BODNARCHUK"	12.3396486486486
"624"	"624"	"DESPRES"	" SIMON"	"Anaheim"	"D"	32	628.083	23	24	2.197	2.293	48.94	273	320	8.4249	92.5	100.9249	526	635	50.248	60.661	45.31	4.3726	96.2205	100.5931	0	4	1	4	1	32	67	0	0	0	0.3821	0.0955	0.3821	0.0955	3.0569	6.4004	0	17.39	17.39	4.35	NA	" SIMON DESPRES"	19.62759375
"625"	"625"	"MCGINN"	" BROCK"	"Carolina"	"F(LW)"	21	234.917	6	21	1.532	5.364	22.22	103	126	5.8252	83.3333	89.1585	171	218	43.675	55.679	43.96	3.5088	90.367	93.8758	3	1	0	4	3	25	35	12	8.57142857143	0.7662	0.2554	0	1.0216	0.7662	6.3852	8.9393	50	16.67	66.67	50	NA	" BROCK MCGINN"	11.1865238095238
"626"	"626"	"BOURQUE"	" GABRIEL"	"Nashville"	"F(LW)"	22	272.017	9	14	1.985	3.088	39.13	111	151	8.1081	90.7285	98.8366	205	282	45.218	62.202	42.09	4.3902	95.0355	99.4257	1	3	2	4	3	25	42	4	2.38095238095	0.2206	0.6617	0.4411	0.8823	0.6617	5.5144	9.2641	11.11	33.33	44.44	33.33	NA	" GABRIEL BOURQUE"	12.3644090909091
"627"	"627"	"BOLLIG"	" BRANDON"	"Calgary"	"F(LW)"	54	501.05	10	20	1.197	2.395	33.33	208	216	4.8077	90.7407	95.5484	371	475	44.427	56.881	43.85	2.6954	95.7895	98.4849	2	2	0	4	2	56	95	3.57142857143	2.10526315789	0.2395	0.2395	0	0.479	0.2395	6.7059	11.3761	20	20	40	20	NA	" BRANDON BOLLIG"	9.2787037037037
"628"	"628"	"TLUSTY"	" JIRI"	"New Jersey"	"F(C)"	30	411.35	12	9	1.75	1.313	57.14	175	169	6.8571	94.6746	101.5317	301	321	43.904	46.821	48.39	3.9867	97.1963	101.183	2	2	2	4	4	38	64	5.26315789474	3.125	0.2917	0.2917	0.2917	0.5834	0.5834	5.5427	9.3351	16.67	16.67	33.33	33.33	NA	" JIRI TLUSTY"	13.7116666666667
"629"	"629"	"DUPUIS"	" PASCAL"	"Pittsburgh"	"F(LW)"	18	271.75	11	16	2.429	3.533	40.74	105	178	10.4762	91.0112	101.4874	199	340	43.937	75.069	36.92	5.5276	95.2941	100.8217	2	2	2	4	4	28	52	7.14285714286	3.84615384615	0.4416	0.4416	0.4416	0.8832	0.8832	6.1822	11.4811	18.18	18.18	36.36	36.36	NA	" PASCAL DUPUIS"	15.0972222222222
"630"	"630"	"GORDON"	" BOYD"	"Arizona"	"F(C)"	65	796.9	11	38	0.828	2.861	22.45	249	413	4.4177	90.799	95.2167	443	847	33.354	63.772	34.34	2.4831	95.5136	97.9967	2	2	1	4	3	53	80	3.77358490566	2.5	0.1506	0.1506	0.0753	0.3012	0.2259	3.9905	6.0233	18.18	18.18	36.36	27.27	NA	" BOYD GORDON"	12.26
"631"	"631"	"DEMELO"	" DYLAN"	"San Jose"	"D"	45	612.817	21	15	2.056	1.469	58.33	302	217	6.9536	93.0876	100.0412	546	444	53.458	43.471	55.15	3.8462	96.6216	100.4678	2	2	1	4	3	42	97	4.7619047619	2.0618556701	0.1958	0.1958	0.0979	0.3916	0.2937	4.1122	9.4971	9.52	9.52	19.05	14.29	NA	" DYLAN DEMELO"	13.6181555555556
"632"	"632"	"SCHROEDER"	" JORDAN"	"Minnesota"	"F(C)"	26	244.817	9	7	2.206	1.716	56.25	96	127	9.375	94.4882	103.8632	198	231	48.526	56.614	46.15	4.5455	96.9697	101.5152	2	2	1	4	3	30	47	6.66666666667	4.25531914894	0.4902	0.4902	0.2451	0.9803	0.7352	7.3524	11.5188	22.22	22.22	44.44	33.33	NA	" JORDAN SCHROEDER"	9.41603846153846
"633"	"633"	"MCCORMICK"	" MAX"	"Ottawa"	"F(LW)"	20	209.167	5	10	1.434	2.869	33.33	108	94	4.6296	89.3617	93.9913	190	197	54.502	56.51	49.1	2.6316	94.9239	97.5555	2	2	0	4	2	37	54	5.40540540541	3.7037037037	0.5737	0.5737	0	1.1474	0.5737	10.6135	15.49	40	40	80	40	NA	" MAX MCCORMICK"	10.45835
"634"	"634"	"ARCOBELLO"	" MARK"	"Toronto"	"F(RW)"	20	253.55	13	11	3.076	2.603	54.17	172	121	7.5581	90.9091	98.4672	330	188	78.091	44.488	63.71	3.9394	94.1489	98.0883	3	1	0	4	3	43	70	6.97674418605	4.28571428571	0.7099	0.2366	0	0.9466	0.7099	10.1755	16.5648	23.08	7.69	30.77	23.08	NA	" MARK ARCOBELLO"	12.6775
"635"	"635"	"TENNYSON"	" MATT"	"San Jose"	"D"	29	304.8	14	12	2.756	2.362	53.85	157	132	8.9172	90.9091	99.8263	272	264	53.543	51.969	50.75	5.1471	95.4545	100.6016	2	2	0	4	2	23	63	8.69565217391	3.1746031746	0.3937	0.3937	0	0.7874	0.3937	4.5276	12.4016	14.29	14.29	28.57	14.29	NA	" MATT TENNYSON"	10.5103448275862
"636"	"636"	"CARRICK"	" CONNOR"	"Toronto"	"D"	19	295.133	8	12	1.626	2.44	40	158	119	5.0633	89.916	94.9793	316	238	64.242	48.385	57.04	2.5316	94.958	97.4896	2	2	1	4	3	21	59	9.52380952381	3.38983050847	0.4066	0.4066	0.2033	0.8132	0.6099	4.2693	11.9946	25	25	50	37.5	NA	" CONNOR CARRICK"	15.5333157894737
"637"	"637"	"SISLO"	" MIKE"	"New Jersey"	"F(RW)"	18	223.567	6	7	1.61	1.879	46.15	78	85	7.6923	91.7647	99.457	155	187	41.598	50.186	45.32	3.871	96.2567	100.1277	3	1	0	4	3	29	53	10.3448275862	5.66037735849	0.8051	0.2684	0	1.0735	0.8051	7.7829	14.2239	50	16.67	66.67	50	NA	" MIKE SISLO"	12.4203888888889
"638"	"638"	"MCILRATH"	" DYLAN"	"NY Rangers"	"D"	34	480.217	18	18	2.249	2.249	50	206	237	8.7379	92.4051	101.143	413	434	51.602	54.226	48.76	4.3584	95.8525	100.2109	2	2	1	4	3	28	69	7.14285714286	2.89855072464	0.2499	0.2499	0.1249	0.4998	0.3748	3.4984	8.6211	11.11	11.11	22.22	16.67	NA	" DYLAN MCILRATH"	14.1240294117647
"639"	"639"	"FOLIN"	" CHRISTIAN"	"Minnesota"	"D"	26	379.083	10	16	1.583	2.532	38.46	122	211	8.1967	92.4171	100.6138	268	405	42.418	64.102	39.82	3.7313	96.0494	99.7807	0	4	2	4	2	14	36	0	0	0	0.6331	0.3166	0.6331	0.3166	2.2159	5.698	0	40	40	20	NA	" CHRISTIAN FOLIN"	14.5801153846154
