"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"Gratio"	"PtoT"	"AvgPtTime"	"TimePerGame"	"PtsPerGame"	"PlusMin"	"Position"
"549"	"549"	"EDMUNDSON"	" JOEL"	"St. Louis"	"D"	67	909.183	26	30	1.716	1.98	46.43	456	435	5.7018	93.1034	98.8052	883	770	58.272	50.815	53.42	2.9445	96.1039	99.0484	1	8	4	9	5	90	186	1.11111111111	0.537634408602	0.066	0.5279	0.264	0.5939	0.33	5.9394	12.2748	3.85	30.77	34.62	19.23	NA	" JOEL EDMUNDSON"	0.0111111111111111	0.00989899723158044	101.020333333333	13.5698955223881	0.66323281451589	-4	"D"
"550"	"550"	"GIONTA"	" STEPHEN"	"New Jersey"	"F(RW)"	82	830.367	15	27	1.084	1.951	35.71	296	365	5.0676	92.6027	97.6703	530	667	38.296	48.196	44.28	2.8302	95.952	98.7822	1	9	5	10	6	56	101	1.78571428571	0.990099009901	0.0723	0.6503	0.3613	0.7226	0.4335	4.0464	7.298	6.67	60	66.67	40	NA	" STEPHEN GIONTA"	0.0178571428571429	0.0120428677921931	83.0367	10.1264268292683	0.987515158959834	-12	"F(RW)"
"551"	"551"	"MILLER"	" DREW"	"Detroit"	"F(LW)"	28	273.033	5	10	1.099	2.198	33.33	103	147	4.8544	93.1973	98.0517	177	276	38.896	60.652	39.07	2.8249	96.3768	99.2017	1	0	0	1	1	25	42	4	2.38095238095	0.2198	0	0	0.2198	0.2198	5.4938	9.2296	20	0	20	20	NA	" DREW MILLER"	0.04	0.00366256093585757	273.033	9.75117857142857	0.102551706204012	-5	"F(LW)"
"552"	"552"	"GOMEZ"	" SCOTT"	"Ottawa"	"F(C)"	34	319.05	7	14	1.316	2.633	33.33	163	195	4.2945	92.8205	97.115	273	326	51.34	61.307	45.58	2.5641	95.7055	98.2696	1	3	2	4	3	18	29	5.55555555556	3.44827586207	0.1881	0.5642	0.3761	0.7522	0.5642	3.385	5.4537	14.29	42.86	57.14	42.86	NA	" SCOTT GOMEZ"	0.0555555555555556	0.0125372198714935	79.7625	9.38382352941177	0.426265475630779	-7	"F(C)"
"553"	"553"	"HAMHUIS"	" DAN"	"Vancouver"	"D"	58	959.4	30	38	1.876	2.376	44.12	471	496	6.3694	92.3387	98.7081	850	843	53.158	52.72	50.21	3.5294	95.4923	99.0217	1	8	5	9	6	58	137	1.72413793103	0.729927007299	0.0625	0.5003	0.3127	0.5629	0.3752	3.6273	8.5679	3.33	26.67	30	20	NA	" DAN HAMHUIS"	0.0172413793103448	0.00938086303939963	106.6	16.5413793103448	0.544090056285178	-8	"D"
"554"	"554"	"BOUMA"	" LANCE"	"Calgary"	"F(LW)"	44	443.4	10	20	1.353	2.706	33.33	195	213	5.1282	90.6103	95.7385	382	449	51.691	60.758	45.97	2.6178	95.5457	98.1635	1	3	2	4	3	45	77	2.22222222222	1.2987012987	0.1353	0.406	0.2706	0.5413	0.406	6.0893	10.4195	10	30	40	30	NA	" LANCE BOUMA"	0.0222222222222222	0.009021199819576	110.85	10.0772727272727	0.396932792061344	-10	"F(LW)"
"555"	"555"	"LANDER"	" ANTON"	"Edmonton"	"F(C)"	61	550.8	8	18	0.871	1.961	30.77	232	266	3.4483	93.2331	96.6814	484	540	52.723	58.824	47.27	1.6529	96.6667	98.3196	1	2	1	3	2	43	78	2.32558139535	1.28205128205	0.1089	0.2179	0.1089	0.3268	0.2179	4.6841	8.4967	12.5	25	37.5	25	NA	" ANTON LANDER"	0.0232558139534884	0.00544662309368192	183.6	9.02950819672131	0.332244008714597	-10	"F(C)"
"556"	"556"	"SMITH"	" BRENDAN"	"Detroit"	"D"	63	951.15	38	32	2.397	2.019	54.29	501	412	7.5848	92.233	99.8178	920	697	58.035	43.968	56.9	4.1304	95.4089	99.5393	1	10	6	11	7	66	147	1.51515151515	0.680272108844	0.0631	0.6308	0.3785	0.6939	0.4416	4.1634	9.273	2.63	26.32	28.95	18.42	NA	" BRENDAN SMITH"	0.0151515151515152	0.0115649476948957	86.4681818181818	15.097619047619	0.728591704778426	6	"D"
"557"	"557"	"MARTIN"	" PAUL"	"San Jose"	"D"	78	1365.48	54	44	2.373	1.933	55.1	680	620	7.9412	92.9032	100.8444	1288	1202	56.595	52.816	51.73	4.1925	96.3394	100.5319	1	14	7	15	8	41	110	2.43902439024	0.909090909091	0.0439	0.6152	0.3076	0.6591	0.3515	1.8016	4.8335	1.85	25.93	27.78	14.81	NA	" PAUL MARTIN"	0.024390243902439	0.0109851480797961	91.032	17.5061538461538	0.856841550224097	10	"D"
"558"	"558"	"MANNING"	" BRANDON"	"Philadelphia"	"D"	56	830.517	22	21	1.589	1.517	51.16	417	440	5.2758	95.2273	100.5031	845	781	61.046	56.423	51.97	2.6036	97.3111	99.9147	1	6	2	7	3	63	143	1.5873015873	0.699300699301	0.0722	0.4335	0.1445	0.5057	0.2167	4.5514	10.3309	4.55	27.27	31.82	13.64	NA	" BRANDON MANNING"	0.0158730158730159	0.0084284849075937	118.645285714286	14.8306607142857	0.471995154825247	1	"D"
"559"	"559"	"GOLOUBEF"	" CODY"	"Columbus"	"D"	43	598.417	22	20	2.206	2.005	52.38	282	314	7.8014	93.6306	101.432	526	593	52.739	59.457	47.01	4.1825	96.6273	100.8098	1	7	1	8	2	40	95	2.5	1.05263157895	0.1003	0.7019	0.1003	0.8021	0.2005	4.0106	9.5251	4.55	31.82	36.36	9.09	NA	" CODY GOLOUBEF"	0.025	0.0133686041673281	74.802125	13.9166744186047	0.57484997919511	2	"D"
"560"	"560"	"GAUNCE"	" BRENDAN"	"Vancouver"	"F(C)"	20	219.883	2	10	0.546	2.729	16.67	108	124	1.8519	91.9355	93.7874	203	213	55.393	58.122	48.8	0.9852	95.3052	96.2904	1	0	0	1	1	30	47	3.33333333333	2.12765957447	0.2729	0	0	0.2729	0.2729	8.1862	12.825	50	0	50	50	NA	" BRENDAN GAUNCE"	0.0333333333333333	0.00454787318710405	219.883	10.99415	0.090957463742081	-8	"F(C)"
"561"	"561"	"JORDAN"	" MICHAL"	"Carolina"	"D"	36	521.3	17	24	1.957	2.762	41.46	238	242	7.1429	90.0826	97.2255	458	417	52.714	47.995	52.34	3.7118	94.2446	97.9564	1	0	0	1	1	35	75	2.85714285714	1.33333333333	0.1151	0	0	0.1151	0.1151	4.0284	8.6323	5.88	0	5.88	5.88	NA	" MICHAL JORDAN"	0.0285714285714286	0.00191828122002686	521.3	14.4805555555556	0.0690581239209668	-7	"D"
"562"	"562"	"GRYBA"	" ERIC"	"Edmonton"	"D"	53	810.4	26	29	1.925	2.147	47.27	382	394	6.8063	92.6396	99.4459	747	761	55.306	56.343	49.54	3.4806	96.1892	99.6698	1	5	2	6	3	57	141	1.75438596491	0.709219858156	0.074	0.3702	0.1481	0.4442	0.2221	4.2201	10.4393	3.85	19.23	23.08	11.54	NA	" ERIC GRYBA"	0.0175438596491228	0.00740375123395854	135.066666666667	15.2905660377358	0.392398815399803	-3	"D"
"563"	"563"	"PYSYK"	" MARK"	"Buffalo"	"D"	55	789	28	28	2.129	2.129	50	376	363	7.4468	92.2865	99.7333	715	680	54.373	51.711	51.25	3.9161	95.8824	99.7985	1	7	4	8	5	40	89	2.5	1.12359550562	0.076	0.5323	0.3042	0.6084	0.3802	3.0418	6.7681	3.57	25	28.57	17.86	NA	" MARK PYSYK"	0.025	0.0101394169835234	98.625	14.3454545454545	0.55766793409379	0	"D"
"564"	"564"	"BEAULIEU"	" NATHAN"	"Montreal"	"D"	64	968.867	33	38	2.044	2.353	46.48	474	452	6.962	91.5929	98.5549	906	865	56.107	53.568	51.16	3.6424	95.6069	99.2493	1	13	6	14	7	63	119	1.5873015873	0.840336134454	0.0619	0.8051	0.3716	0.867	0.4335	3.9015	7.3694	3.03	39.39	42.42	21.21	NA	" NATHAN BEAULIEU"	0.0158730158730159	0.0144498677321036	69.2047857142857	15.138546875	0.924791534854629	-5	"D"
"565"	"565"	"TYUTIN"	" FEDOR"	"Columbus"	"D"	61	921.583	28	38	1.823	2.474	42.42	402	410	6.9652	90.7317	97.6969	773	755	50.326	49.155	50.59	3.6223	94.9669	98.5892	1	2	2	3	3	23	72	4.34782608696	1.38888888889	0.0651	0.1302	0.1302	0.1953	0.1953	1.4974	4.6876	3.57	7.14	10.71	10.71	NA	" FEDOR TYUTIN"	0.0434782608695652	0.00325526838060164	307.194333333333	15.1079180327869	0.1985713712167	-10	"D"
"566"	"566"	"VANDEVELDE"	" CHRIS"	"Philadelphia"	"F(C)"	79	863.833	18	29	1.25	2.014	38.3	364	454	4.9451	93.6123	98.5574	748	870	51.954	60.428	46.23	2.4064	96.6667	99.0731	1	10	5	11	6	74	122	1.35135135135	0.819672131148	0.0695	0.6946	0.3473	0.764	0.4167	5.1399	8.4739	5.56	55.56	61.11	33.33	NA	" CHRIS VANDEVELDE"	0.0135135135135135	0.0127339427875527	78.5302727272727	10.9345949367089	1.00598148021666	-11	"F(C)"
"567"	"567"	"REDMOND"	" ZACH"	"Colorado"	"D"	37	423.683	18	14	2.549	1.983	56.25	188	204	9.5745	93.1373	102.7118	352	405	49.849	57.354	46.5	5.1136	96.5432	101.6568	1	4	4	5	5	20	58	5	1.72413793103	0.1416	0.5665	0.5665	0.7081	0.7081	2.8323	8.2137	5.56	22.22	27.78	27.78	NA	" ZACH REDMOND"	0.05	0.0118012759539561	84.7366	11.4508918918919	0.436647210296377	4	"D"
"568"	"568"	"CORRADO"	" FRANK"	"Toronto"	"D"	39	502.7	17	28	2.029	3.342	37.78	256	249	6.6406	88.755	95.3956	518	427	61.826	50.965	54.81	3.2819	93.4426	96.7245	1	4	1	5	2	36	93	2.77777777778	1.0752688172	0.1194	0.4774	0.1194	0.5968	0.2387	4.2968	11.1001	5.88	23.53	29.41	11.76	NA	" FRANK CORRADO"	0.0277777777777778	0.00994629003381739	100.54	12.8897435897436	0.387905311318878	-11	"D"
"569"	"569"	"CARRICK"	" CONNOR"	"Toronto"	"D"	19	267.65	6	12	1.345	2.69	33.33	140	116	4.2857	89.6552	93.9409	282	232	63.217	52.008	54.86	2.1277	94.8276	96.9553	1	1	0	2	1	18	51	5.55555555556	1.96078431373	0.2242	0.2242	0	0.4483	0.2242	4.0351	11.4328	16.67	16.67	33.33	16.67	NA	" CONNOR CARRICK"	0.0555555555555556	0.00747244535774332	133.825	14.0868421052632	0.141976461797123	-6	"D"
"570"	"570"	"SCHULTZ"	" NICK"	"Philadelphia"	"D"	81	1158.4	37	37	1.916	1.916	50	507	575	7.2978	93.5652	100.863	991	1119	51.329	57.959	46.97	3.7336	96.6935	100.4271	1	8	2	9	3	60	146	1.66666666667	0.684931506849	0.0518	0.4144	0.1036	0.4662	0.1554	3.1077	7.5622	2.7	21.62	24.32	8.11	NA	" NICK SCHULTZ"	0.0166666666666667	0.00776933701657458	128.711111111111	14.3012345679012	0.629316298342541	0	"D"
"571"	"571"	"TENNYSON"	" MATT"	"San Jose"	"D"	29	262.1	11	11	2.518	2.518	50	119	117	9.2437	90.5983	99.842	212	243	48.531	55.628	46.59	5.1887	95.4733	100.662	1	2	0	3	1	17	49	5.88235294118	2.04081632653	0.2289	0.4578	0	0.6868	0.2289	3.8916	11.2171	9.09	18.18	27.27	9.09	NA	" MATT TENNYSON"	0.0588235294117647	0.011446012972148	87.3666666666667	9.03793103448276	0.331934376192293	0	"D"
"572"	"572"	"RUSSELL"	" KRIS"	"Dallas"	"D"	62	1157.75	51	56	2.643	2.902	47.66	518	587	9.8456	90.46	100.3056	990	1196	51.306	61.982	45.29	5.1515	95.3177	100.4692	1	10	4	11	5	52	142	1.92307692308	0.704225352113	0.0518	0.5182	0.2073	0.5701	0.2591	2.6949	7.3591	1.96	19.61	21.57	9.8	NA	" KRIS RUSSELL"	0.0192307692307692	0.00950118764845606	105.25	18.6733870967742	0.589073634204276	-5	"D"
"573"	"573"	"SEIDENBERG"	" DENNIS"	"Boston"	"D"	61	1009.65	39	41	2.318	2.436	48.75	515	517	7.5728	92.0696	99.6424	874	980	51.939	58.238	47.14	4.4622	95.8163	100.2785	1	10	6	11	7	58	121	1.72413793103	0.826446280992	0.0594	0.5943	0.3566	0.6537	0.416	3.4467	7.1906	2.56	25.64	28.21	17.95	NA	" DENNIS SEIDENBERG"	0.0172413793103448	0.0108948645570247	91.7863636363636	16.5516393442623	0.664586737978507	-2	"D"
"574"	"574"	"JACKMAN"	" BARRET"	"Nashville"	"D"	73	941.95	28	27	1.784	1.72	50.91	473	371	5.9197	92.7224	98.6421	899	722	57.264	45.99	55.46	3.1146	96.2604	99.375	1	3	1	4	2	64	129	1.5625	0.77519379845	0.0637	0.1911	0.0637	0.2548	0.1274	4.0766	8.217	3.57	10.71	14.29	7.14	NA	" BARRET JACKMAN"	0.015625	0.0042465098996762	235.4875	12.9034246575342	0.309995222676363	1	"D"
"575"	"575"	"GILBERT"	" TOM"	"Montreal"	"D"	45	652.567	18	21	1.655	1.931	46.15	323	294	5.5728	92.8571	98.4299	575	591	52.868	54.339	49.31	3.1304	96.4467	99.5771	1	0	0	1	1	32	72	3.125	1.38888888889	0.0919	0	0	0.0919	0.0919	2.9422	6.62	5.56	0	5.56	5.56	NA	" TOM GILBERT"	0.03125	0.00153240969892747	652.567	14.5014888888889	0.068958436451736	-3	"D"
"576"	"576"	"BERNIER"	" STEVE"	"NY Islanders"	"F(RW)"	24	260.733	8	6	1.841	1.381	57.14	108	137	7.4074	95.6204	103.0278	213	253	49.016	58.22	45.71	3.7559	97.6285	101.3844	1	5	1	6	2	27	43	3.7037037037	2.32558139535	0.2301	1.1506	0.2301	1.3807	0.4602	6.2132	9.8952	12.5	62.5	75	25	NA	" STEVE BERNIER"	0.037037037037037	0.0230120468065032	43.4555	10.863875	0.552289123356077	2	"F(RW)"
"577"	"577"	"BIEKSA"	" KEVIN"	"Anaheim"	"D"	71	1196.73	35	46	1.755	2.306	43.21	590	586	5.9322	92.1502	98.0824	1133	1097	56.805	55	50.81	3.0891	95.8067	98.8958	1	6	4	7	5	86	205	1.16279069767	0.487804878049	0.0501	0.3008	0.2005	0.351	0.2507	4.3117	10.278	2.86	17.14	20	14.29	NA	" KEVIN BIEKSA"	0.0116279069767442	0.00584927260117153	170.961428571429	16.8553521126761	0.415298354683178	-11	"D"
"578"	"578"	"SCHMIDT"	" NATE"	"Washington"	"D"	72	1158.45	42	34	2.175	1.761	55.26	576	532	7.2917	93.609	100.9007	1092	1064	56.558	55.108	50.65	3.8462	96.8045	100.6507	1	13	8	14	9	73	170	1.3698630137	0.588235294118	0.0518	0.6733	0.4143	0.7251	0.4661	3.7809	8.8049	2.38	30.95	33.33	21.43	NA	" NATE SCHMIDT"	0.0136986301369863	0.0120851137295524	82.7464285714286	16.0895833333333	0.870128188527774	8	"D"
"579"	"579"	"JOSEFSON"	" JACOB"	"New Jersey"	"F(C)"	58	636.417	5	21	0.471	1.98	19.23	245	251	2.0408	91.6335	93.6743	480	466	45.253	43.933	50.74	1.0417	95.4936	96.5353	1	1	1	2	2	58	96	1.72413793103	1.04166666667	0.0943	0.0943	0.0943	0.1886	0.1886	5.4681	9.0507	20	20	40	40	NA	" JACOB JOSEFSON"	0.0172413793103448	0.00314259361393552	318.2085	10.9727068965517	0.18227042960826	-16	"F(C)"
"580"	"580"	"CHIAROT"	" BEN"	"Winnipeg"	"D"	70	941.433	32	41	2.039	2.613	43.84	428	453	7.4766	90.9492	98.4258	844	867	53.79	55.256	49.33	3.7915	95.271	99.0625	1	9	2	10	3	74	161	1.35135135135	0.621118012422	0.0637	0.5736	0.1275	0.6373	0.1912	4.7162	10.261	3.13	28.13	31.25	9.38	NA	" BEN CHIAROT"	0.0135135135135135	0.010622104812557	94.1433	13.4490428571429	0.743547336878992	-9	"D"
"581"	"581"	"MERRILL"	" JON"	"New Jersey"	"D"	47	703	21	35	1.792	2.987	37.5	279	325	7.5269	89.2308	96.7577	502	579	42.845	49.417	46.44	4.1833	93.9551	98.1384	1	3	2	4	3	27	52	3.7037037037	1.92307692308	0.0853	0.256	0.1707	0.3414	0.256	2.3044	4.4381	4.76	14.29	19.05	14.29	NA	" JON MERRILL"	0.037037037037037	0.00568990042674253	175.75	14.9574468085106	0.267425320056899	-14	"D"
"582"	"582"	"VEY"	" LINDEN"	"Vancouver"	"F(RW)"	41	505.433	10	18	1.187	2.137	35.71	234	276	4.2735	93.4783	97.7518	400	494	47.484	58.643	44.74	2.5	96.3563	98.8563	1	6	4	7	5	29	52	3.44827586207	1.92307692308	0.1187	0.7123	0.4748	0.831	0.5936	3.4426	6.1729	10	60	70	50	NA	" LINDEN VEY"	0.0344827586206897	0.0138495112111793	72.2047142857143	12.3276341463415	0.567829959658352	-8	"F(RW)"
"583"	"583"	"GORDON"	" BOYD"	"Arizona"	"F(C)"	65	592.5	7	16	0.709	1.62	30.43	228	254	3.0702	93.7008	96.771	414	533	41.924	53.975	43.72	1.6908	96.9981	98.6889	1	2	1	3	2	50	76	2	1.31578947368	0.1013	0.2025	0.1013	0.3038	0.2025	5.0633	7.6962	14.29	28.57	42.86	28.57	NA	" BOYD GORDON"	0.02	0.00506329113924051	197.5	9.11538461538461	0.329113924050633	-9	"F(C)"
"584"	"584"	"STRAIT"	" BRIAN"	"NY Islanders"	"D"	52	707.75	23	23	1.95	1.95	50	318	371	7.2327	93.8005	101.0332	614	684	52.052	57.987	47.3	3.7459	96.6374	100.3833	1	4	0	5	1	42	108	2.38095238095	0.925925925926	0.0848	0.3391	0	0.4239	0.0848	3.5606	9.1558	4.35	17.39	21.74	4.35	NA	" BRIAN STRAIT"	0.0238095238095238	0.00706464146944543	141.55	13.6105769230769	0.367361356411162	0	"D"
"585"	"585"	"MOORE"	" JOHN"	"New Jersey"	"D"	73	1107.78	35	46	1.896	2.491	43.21	439	587	7.9727	92.1635	100.1362	795	1023	43.059	55.408	43.73	4.4025	95.5034	99.9059	1	9	3	10	4	72	166	1.38888888889	0.602409638554	0.0542	0.4875	0.1625	0.5416	0.2166	3.8997	8.9909	2.86	25.71	28.57	11.43	NA	" JOHN MOORE"	0.0138888888888889	0.00902706313527957	110.778	15.1750684931507	0.658975608875409	-11	"D"
"586"	"586"	"BOURQUE"	" GABRIEL"	"Nashville"	"F(LW)"	22	212.167	7	8	1.98	2.262	46.67	92	95	7.6087	91.5789	99.1876	181	188	51.186	53.166	49.05	3.8674	95.7447	99.6121	1	3	2	4	3	20	36	5	2.77777777778	0.2828	0.8484	0.5656	1.1312	0.8484	5.6559	10.1807	14.29	42.86	57.14	42.86	NA	" GABRIEL BOURQUE"	0.05	0.0188530732866091	53.04175	9.64395454545455	0.414767612305401	-1	"F(LW)"
"587"	"587"	"ANDERSSON"	" JOAKIM"	"Detroit"	"F(C)"	29	206.833	5	4	1.45	1.16	55.56	82	100	6.0976	96	102.0976	160	169	46.414	49.025	48.63	3.125	97.6331	100.7581	1	2	1	3	2	16	28	6.25	3.57142857143	0.2901	0.5802	0.2901	0.8703	0.5802	4.6414	8.1225	20	40	60	40	NA	" JOAKIM ANDERSSON"	0.0625	0.0145044552851818	68.9443333333333	7.1321724137931	0.420629203270271	1	"F(C)"
"588"	"588"	"TANEV"	" CHRISTOPHER"	"Vancouver"	"D"	69	1156.13	34	42	1.765	2.18	44.74	537	484	6.3315	91.3223	97.6538	957	979	49.666	50.807	49.43	3.5528	95.7099	99.2627	1	10	4	11	5	32	80	3.125	1.25	0.0519	0.519	0.2076	0.5709	0.2595	1.6607	4.1518	2.94	29.41	32.35	14.71	NA	" CHRISTOPHER TANEV"	0.03125	0.00951450096442442	105.102727272727	16.7555072463768	0.656500566545285	-8	"D"
"589"	"589"	"GIRARDI"	" DAN"	"NY Rangers"	"D"	74	1245.38	48	38	2.313	1.831	55.81	527	668	9.1082	94.3114	103.4196	972	1359	46.829	65.474	41.7	4.9383	97.2038	102.1421	1	12	6	13	7	72	140	1.38888888889	0.714285714286	0.0482	0.5781	0.2891	0.6263	0.3372	3.4688	6.7449	2.08	25	27.08	14.58	NA	" DAN GIRARDI"	0.0138888888888889	0.0104385809953588	95.7984615384616	16.8294594594595	0.772454993656555	10	"D"
"590"	"590"	"MCBAIN"	" JAMIE"	"Los Angeles"	"D"	44	488.4	15	14	1.843	1.72	51.72	242	219	6.1983	93.6073	99.8056	509	391	62.531	48.034	56.56	2.947	96.4194	99.3664	1	1	0	2	1	23	57	4.34782608696	1.75438596491	0.1229	0.1229	0	0.2457	0.1229	2.8256	7.0025	6.67	6.67	13.33	6.67	NA	" JAMIE MCBAIN"	0.0434782608695652	0.0040950040950041	244.2	11.1	0.18018018018018	1	"D"
"591"	"591"	"MEDVEDEV"	" EVGENY"	"Philadelphia"	"D"	45	695.95	27	24	2.328	2.069	52.94	346	348	7.8035	93.1034	100.9069	690	606	59.487	52.245	53.24	3.913	96.0396	99.9526	1	4	2	5	3	48	139	2.08333333333	0.719424460432	0.0862	0.3449	0.1724	0.4311	0.2586	4.1382	11.9836	3.7	14.81	18.52	11.11	NA	" EVGENY MEDVEDEV"	0.0208333333333333	0.0071844241684029	139.19	15.4655555555556	0.323299087578131	3	"D"
"592"	"592"	"KEMPPAINEN"	" JOONAS"	"Boston"	"F(C)"	44	465.45	12	18	1.547	2.32	40	195	238	6.1538	92.437	98.5908	357	488	46.02	62.907	42.25	3.3613	96.3115	99.6728	1	3	3	4	4	33	49	3.0303030303	2.04081632653	0.1289	0.3867	0.3867	0.5156	0.5156	4.2539	6.3165	8.33	25	33.33	33.33	NA	" JOONAS KEMPPAINEN"	0.0303030303030303	0.00859383392415942	116.3625	10.5784090909091	0.378128692663014	-6	"F(C)"
"593"	"593"	"KINDL"	" JAKUB"	"Florida"	"D"	44	610.033	27	17	2.656	1.672	61.36	321	275	8.4112	93.8182	102.2294	578	473	56.849	46.522	55	4.6713	96.4059	101.0772	1	4	1	5	2	53	115	1.88679245283	0.869565217391	0.0984	0.3934	0.0984	0.4918	0.1967	5.2128	11.3109	3.7	14.81	18.52	7.41	NA	" JAKUB KINDL"	0.0188679245283019	0.0081962779062772	122.0066	13.8643863636364	0.360636227876197	10	"D"
"594"	"594"	"ENNIS"	" TYLER"	"Buffalo"	"F(C)"	23	332.467	6	13	1.083	2.346	31.58	156	172	3.8462	92.4419	96.2881	277	330	49.99	59.555	45.63	2.1661	96.0606	98.2267	1	5	2	6	3	38	70	2.63157894737	1.42857142857	0.1805	0.9023	0.3609	1.0828	0.5414	6.8578	12.6328	16.67	83.33	100	50	NA	" TYLER ENNIS"	0.0263157894736842	0.0180469039032445	55.4111666666667	14.4550869565217	0.415078789774624	-7	"F(C)"
"595"	"595"	"KULIKOV"	" DMITRY"	"Florida"	"D"	74	1211.2	44	43	2.18	2.13	50.57	534	570	8.2397	92.4561	100.6958	929	1036	46.02	51.321	47.28	4.7363	95.8494	100.5857	1	10	6	11	7	77	151	1.2987012987	0.662251655629	0.0495	0.4954	0.2972	0.5449	0.3468	3.8144	7.4802	2.27	22.73	25	15.91	NA	" DMITRY KULIKOV"	0.012987012987013	0.00908190224570674	110.109090909091	16.3675675675676	0.672060766182298	1	"D"
"596"	"596"	"CHORNEY"	" TAYLOR"	"Washington"	"D"	55	653.783	32	24	2.937	2.203	57.14	284	310	11.2676	92.2581	103.5257	552	597	50.659	54.789	48.04	5.7971	95.9799	101.777	1	5	3	6	4	28	78	3.57142857143	1.28205128205	0.0918	0.4589	0.2753	0.5506	0.3671	2.5697	7.1583	3.13	15.63	18.75	12.5	NA	" TAYLOR CHORNEY"	0.0357142857142857	0.00917735701295384	108.963833333333	11.8869636363636	0.504754635712461	8	"D"
"597"	"597"	"HUTTON"	" BEN"	"Vancouver"	"D"	75	1174.98	31	43	1.583	2.196	41.89	519	624	5.973	93.109	99.082	959	1124	48.971	57.397	46.04	3.2325	96.1744	99.4069	1	15	9	16	10	70	153	1.42857142857	0.653594771242	0.0511	0.766	0.4596	0.817	0.5106	3.5745	7.8129	3.23	48.39	51.61	32.26	NA	" BEN HUTTON"	0.0142857142857143	0.0136172530596265	73.43625	15.6664	1.02129397947199	-12	"D"
"598"	"598"	"MACDONALD"	" ANDREW"	"Philadelphia"	"D"	28	464.333	24	17	3.101	2.197	58.54	229	226	10.4803	92.4779	102.9582	436	452	56.339	58.406	49.1	5.5046	96.2389	101.7435	1	5	3	6	4	18	52	5.55555555556	1.92307692308	0.1292	0.6461	0.3877	0.7753	0.5169	2.3259	6.7193	4.17	20.83	25	16.67	NA	" ANDREW MACDONALD"	0.0555555555555556	0.0129217608914292	77.3888333333333	16.5833214285714	0.361809304960018	7	"D"
"599"	"599"	"TIKHONOV"	" VIKTOR"	"Arizona"	"F(RW)"	50	524.7	7	15	0.8	1.715	31.82	207	242	3.3816	93.8017	97.1833	403	490	46.083	56.032	45.13	1.737	96.9388	98.6758	1	3	1	4	2	36	72	2.77777777778	1.38888888889	0.1144	0.3431	0.1144	0.4574	0.2287	4.1166	8.2333	14.29	42.86	57.14	28.57	NA	" VIKTOR TIKHONOV"	0.0277777777777778	0.00762340384981894	131.175	10.494	0.381170192490947	-8	"F(RW)"
"600"	"600"	"PRUST"	" BRANDON"	"Vancouver"	"F(LW)"	35	415.717	8	12	1.155	1.732	40	161	215	4.9689	94.4186	99.3875	320	401	46.185	57.876	44.38	2.5	97.0075	99.5075	1	6	4	7	5	17	33	5.88235294118	3.0303030303	0.1443	0.866	0.5773	1.0103	0.7216	2.4536	4.7629	12.5	75	87.5	62.5	NA	" BRANDON PRUST"	0.0588235294117647	0.0168383780312087	59.3881428571429	11.8776285714286	0.589343231092306	-4	"F(LW)"
"601"	"601"	"SBISA"	" LUCA"	"Vancouver"	"D"	41	617.4	22	18	2.138	1.749	55	274	330	8.0292	94.5455	102.5747	485	606	47.133	58.892	44.45	4.5361	97.0297	101.5658	1	4	1	5	2	28	69	3.57142857143	1.44927536232	0.0972	0.3887	0.0972	0.4859	0.1944	2.7211	6.7055	4.55	18.18	22.73	9.09	NA	" LUCA SBISA"	0.0357142857142857	0.00809847748623259	123.48	15.0585365853659	0.332037576935536	4	"D"
"602"	"602"	"GREENE"	" ANDY"	"New Jersey"	"D"	82	1459.07	39	35	1.604	1.439	52.7	525	616	7.4286	94.3182	101.7468	927	1193	38.12	49.059	43.73	4.2071	97.0662	101.2733	1	6	4	7	5	52	120	1.92307692308	0.833333333333	0.0411	0.2467	0.1645	0.2879	0.2056	2.1384	4.9347	2.56	15.38	17.95	12.82	NA	" ANDY GREENE"	0.0192307692307692	0.00479757653847999	208.438571428571	17.7935365853659	0.393401276155359	4	"D"
"603"	"603"	"POLAK"	" ROMAN"	"San Jose"	"D"	79	1261.52	38	37	1.807	1.76	50.67	566	601	6.7138	93.8436	100.5574	1124	1133	53.459	53.888	49.8	3.3808	96.7343	100.1151	1	15	8	16	9	85	209	1.17647058824	0.478468899522	0.0476	0.7134	0.3805	0.761	0.4281	4.0428	9.9404	2.63	39.47	42.11	23.68	NA	" ROMAN POLAK"	0.0117647058823529	0.0126831124357917	78.845	15.9686075949367	1.00196588242755	1	"D"
